id,image_path,text,situation,modifier,model,score
41,image41-2.png,There are more than three fishes in the boxes.,approximate,comparative,gpt,5
41,image41-2.png,There are more than three fishes in the boxes.,approximate,comparative,gpt,7
42,image42-1.png,There are four frogs in the boxes.,precise,bare,gpt,6
42,image42-1.png,There are four frogs in the boxes.,precise,bare,gpt,5
42,image42-1.png,There are four frogs in the boxes.,precise,bare,gpt,5
42,image42-1.png,There are four frogs in the boxes.,precise,bare,gpt,5
42,image42-1.png,There are four frogs in the boxes.,precise,bare,gpt,7
42,image42-1.png,There are at least four frogs in the boxes.,precise,superlative,gpt,7
42,image42-1.png,There are at least four frogs in the boxes.,precise,superlative,gpt,7
42,image42-1.png,There are at least four frogs in the boxes.,precise,superlative,gpt,7
42,image42-1.png,There are at least four frogs in the boxes.,precise,superlative,gpt,7
42,image42-1.png,There are at least four frogs in the boxes.,precise,superlative,gpt,7
42,image42-1.png,There are more than three frogs in the boxes.,precise,comparative,gpt,7
42,image42-1.png,There are more than three frogs in the boxes.,precise,comparative,gpt,7
42,image42-1.png,There are more than three frogs in the boxes.,precise,comparative,gpt,7
42,image42-1.png,There are more than three frogs in the boxes.,precise,comparative,gpt,7
42,image42-1.png,There are more than three frogs in the boxes.,precise,comparative,gpt,7
42,image42-2.png,There are four frogs in the boxes.,approximate,bare,gpt,5
42,image42-2.png,There are four frogs in the boxes.,approximate,bare,gpt,6
42,image42-2.png,There are four frogs in the boxes.,approximate,bare,gpt,5
42,image42-2.png,There are four frogs in the boxes.,approximate,bare,gpt,5
42,image42-2.png,There are four frogs in the boxes.,approximate,bare,gpt,5
42,image42-2.png,There are at least four frogs in the boxes.,approximate,superlative,gpt,5
42,image42-2.png,There are at least four frogs in the boxes.,approximate,superlative,gpt,7
42,image42-2.png,There are at least four frogs in the boxes.,approximate,superlative,gpt,7
42,image42-2.png,There are at least four frogs in the boxes.,approximate,superlative,gpt,7
42,image42-2.png,There are at least four frogs in the boxes.,approximate,superlative,gpt,5
42,image42-2.png,There are more than three frogs in the boxes.,approximate,comparative,gpt,7
42,image42-2.png,There are more than three frogs in the boxes.,approximate,comparative,gpt,7
42,image42-2.png,There are more than three frogs in the boxes.,approximate,comparative,gpt,5
42,image42-2.png,There are more than three frogs in the boxes.,approximate,comparative,gpt,5
42,image42-2.png,There are more than three frogs in the boxes.,approximate,comparative,gpt,5
43,image43-1.png,There are four elephants in the boxes.,precise,bare,gpt,4
43,image43-1.png,There are four elephants in the boxes.,precise,bare,gpt,5
43,image43-1.png,There are four elephants in the boxes.,precise,bare,gpt,3
43,image43-1.png,There are four elephants in the boxes.,precise,bare,gpt,3
43,image43-1.png,There are four elephants in the boxes.,precise,bare,gpt,4
43,image43-1.png,There are at least four elephants in the boxes.,precise,superlative,gpt,5
43,image43-1.png,There are at least four elephants in the boxes.,precise,superlative,gpt,3
43,image43-1.png,There are at least four elephants in the boxes.,precise,superlative,gpt,3
43,image43-1.png,There are at least four elephants in the boxes.,precise,superlative,gpt,4
43,image43-1.png,There are at least four elephants in the boxes.,precise,superlative,gpt,4
43,image43-1.png,There are more than three elephants in the boxes.,precise,comparative,gpt,3
43,image43-1.png,There are more than three elephants in the boxes.,precise,comparative,gpt,3
43,image43-1.png,There are more than three elephants in the boxes.,precise,comparative,gpt,3
43,image43-1.png,There are more than three elephants in the boxes.,precise,comparative,gpt,3
43,image43-1.png,There are more than three elephants in the boxes.,precise,comparative,gpt,3
43,image43-2.png,There are four elephants in the boxes.,approximate,bare,gpt,3
43,image43-2.png,There are four elephants in the boxes.,approximate,bare,gpt,4
43,image43-2.png,There are four elephants in the boxes.,approximate,bare,gpt,3
43,image43-2.png,There are four elephants in the boxes.,approximate,bare,gpt,3
43,image43-2.png,There are four elephants in the boxes.,approximate,bare,gpt,3
43,image43-2.png,There are at least four elephants in the boxes.,approximate,superlative,gpt,6
43,image43-2.png,There are at least four elephants in the boxes.,approximate,superlative,gpt,6
43,image43-2.png,There are at least four elephants in the boxes.,approximate,superlative,gpt,5
43,image43-2.png,There are at least four elephants in the boxes.,approximate,superlative,gpt,4
43,image43-2.png,There are at least four elephants in the boxes.,approximate,superlative,gpt,4
43,image43-2.png,There are more than three elephants in the boxes.,approximate,comparative,gpt,5
43,image43-2.png,There are more than three elephants in the boxes.,approximate,comparative,gpt,4
43,image43-2.png,There are more than three elephants in the boxes.,approximate,comparative,gpt,4
43,image43-2.png,There are more than three elephants in the boxes.,approximate,comparative,gpt,5
43,image43-2.png,There are more than three elephants in the boxes.,approximate,comparative,gpt,5
44,image44-1.png,There are four giraffes in the boxes.,precise,bare,gpt,4
44,image44-1.png,There are four giraffes in the boxes.,precise,bare,gpt,3
44,image44-1.png,There are four giraffes in the boxes.,precise,bare,gpt,6
44,image44-1.png,There are four giraffes in the boxes.,precise,bare,gpt,5
44,image44-1.png,There are four giraffes in the boxes.,precise,bare,gpt,4
44,image44-1.png,There are at least four giraffes in the boxes.,precise,superlative,gpt,5
44,image44-1.png,There are at least four giraffes in the boxes.,precise,superlative,gpt,7
44,image44-1.png,There are at least four giraffes in the boxes.,precise,superlative,gpt,7
44,image44-1.png,There are at least four giraffes in the boxes.,precise,superlative,gpt,5
44,image44-1.png,There are at least four giraffes in the boxes.,precise,superlative,gpt,7
44,image44-1.png,There are more than three giraffes in the boxes.,precise,comparative,gpt,7
44,image44-1.png,There are more than three giraffes in the boxes.,precise,comparative,gpt,6
44,image44-1.png,There are more than three giraffes in the boxes.,precise,comparative,gpt,7
44,image44-1.png,There are more than three giraffes in the boxes.,precise,comparative,gpt,5
44,image44-1.png,There are more than three giraffes in the boxes.,precise,comparative,gpt,7
44,image44-2.png,There are four giraffes in the boxes.,approximate,bare,gpt,6
44,image44-2.png,There are four giraffes in the boxes.,approximate,bare,gpt,5
44,image44-2.png,There are four giraffes in the boxes.,approximate,bare,gpt,7
44,image44-2.png,There are four giraffes in the boxes.,approximate,bare,gpt,6
44,image44-2.png,There are four giraffes in the boxes.,approximate,bare,gpt,5
44,image44-2.png,There are at least four giraffes in the boxes.,approximate,superlative,gpt,7
44,image44-2.png,There are at least four giraffes in the boxes.,approximate,superlative,gpt,7
44,image44-2.png,There are at least four giraffes in the boxes.,approximate,superlative,gpt,7
44,image44-2.png,There are at least four giraffes in the boxes.,approximate,superlative,gpt,7
44,image44-2.png,There are at least four giraffes in the boxes.,approximate,superlative,gpt,7
44,image44-2.png,There are more than three giraffes in the boxes.,approximate,comparative,gpt,7
44,image44-2.png,There are more than three giraffes in the boxes.,approximate,comparative,gpt,7
44,image44-2.png,There are more than three giraffes in the boxes.,approximate,comparative,gpt,5
44,image44-2.png,There are more than three giraffes in the boxes.,approximate,comparative,gpt,5
44,image44-2.png,There are more than three giraffes in the boxes.,approximate,comparative,gpt,5
45,image45-1.png,There are four koalas in the boxes.,precise,bare,gpt,7
45,image45-1.png,There are four koalas in the boxes.,precise,bare,gpt,7
45,image45-1.png,There are four koalas in the boxes.,precise,bare,gpt,7
45,image45-1.png,There are four koalas in the boxes.,precise,bare,gpt,7
45,image45-1.png,There are four koalas in the boxes.,precise,bare,gpt,7
45,image45-1.png,There are at least four koalas in the boxes.,precise,superlative,gpt,5
45,image45-1.png,There are at least four koalas in the boxes.,precise,superlative,gpt,5
45,image45-1.png,There are at least four koalas in the boxes.,precise,superlative,gpt,7
45,image45-1.png,There are at least four koalas in the boxes.,precise,superlative,gpt,7
45,image45-1.png,There are at least four koalas in the boxes.,precise,superlative,gpt,5
45,image45-1.png,There are more than three koalas in the boxes.,precise,comparative,gpt,7
45,image45-1.png,There are more than three koalas in the boxes.,precise,comparative,gpt,7
45,image45-1.png,There are more than three koalas in the boxes.,precise,comparative,gpt,7
45,image45-1.png,There are more than three koalas in the boxes.,precise,comparative,gpt,7
45,image45-1.png,There are more than three koalas in the boxes.,precise,comparative,gpt,5
45,image45-2.png,There are four koalas in the boxes.,approximate,bare,gpt,3
45,image45-2.png,There are four koalas in the boxes.,approximate,bare,gpt,3
45,image45-2.png,There are four koalas in the boxes.,approximate,bare,gpt,3
45,image45-2.png,There are four koalas in the boxes.,approximate,bare,gpt,3
45,image45-2.png,There are four koalas in the boxes.,approximate,bare,gpt,3
45,image45-2.png,There are at least four koalas in the boxes.,approximate,superlative,gpt,3
45,image45-2.png,There are at least four koalas in the boxes.,approximate,superlative,gpt,6
45,image45-2.png,There are at least four koalas in the boxes.,approximate,superlative,gpt,6
45,image45-2.png,There are at least four koalas in the boxes.,approximate,superlative,gpt,4
45,image45-2.png,There are at least four koalas in the boxes.,approximate,superlative,gpt,5
45,image45-2.png,There are more than three koalas in the boxes.,approximate,comparative,gpt,4
45,image45-2.png,There are more than three koalas in the boxes.,approximate,comparative,gpt,5
45,image45-2.png,There are more than three koalas in the boxes.,approximate,comparative,gpt,5
45,image45-2.png,There are more than three koalas in the boxes.,approximate,comparative,gpt,4
45,image45-2.png,There are more than three koalas in the boxes.,approximate,comparative,gpt,4
46,image46-1.png,There are four kangaroos in the boxes.,precise,bare,gpt,5
46,image46-1.png,There are four kangaroos in the boxes.,precise,bare,gpt,4
46,image46-1.png,There are four kangaroos in the boxes.,precise,bare,gpt,5
46,image46-1.png,There are four kangaroos in the boxes.,precise,bare,gpt,7
46,image46-1.png,There are four kangaroos in the boxes.,precise,bare,gpt,7
46,image46-1.png,There are at least four kangaroos in the boxes.,precise,superlative,gpt,5
46,image46-1.png,There are at least four kangaroos in the boxes.,precise,superlative,gpt,4
46,image46-1.png,There are at least four kangaroos in the boxes.,precise,superlative,gpt,5
46,image46-1.png,There are at least four kangaroos in the boxes.,precise,superlative,gpt,7
46,image46-1.png,There are at least four kangaroos in the boxes.,precise,superlative,gpt,5
46,image46-1.png,There are more than three kangaroos in the boxes.,precise,comparative,gpt,7
46,image46-1.png,There are more than three kangaroos in the boxes.,precise,comparative,gpt,5
46,image46-1.png,There are more than three kangaroos in the boxes.,precise,comparative,gpt,5
46,image46-1.png,There are more than three kangaroos in the boxes.,precise,comparative,gpt,5
46,image46-1.png,There are more than three kangaroos in the boxes.,precise,comparative,gpt,7
46,image46-2.png,There are four kangaroos in the boxes.,approximate,bare,gpt,5
46,image46-2.png,There are four kangaroos in the boxes.,approximate,bare,gpt,6
46,image46-2.png,There are four kangaroos in the boxes.,approximate,bare,gpt,7
46,image46-2.png,There are four kangaroos in the boxes.,approximate,bare,gpt,7
46,image46-2.png,There are four kangaroos in the boxes.,approximate,bare,gpt,4
46,image46-2.png,There are at least four kangaroos in the boxes.,approximate,superlative,gpt,6
46,image46-2.png,There are at least four kangaroos in the boxes.,approximate,superlative,gpt,5
46,image46-2.png,There are at least four kangaroos in the boxes.,approximate,superlative,gpt,6
46,image46-2.png,There are at least four kangaroos in the boxes.,approximate,superlative,gpt,5
46,image46-2.png,There are at least four kangaroos in the boxes.,approximate,superlative,gpt,7
46,image46-2.png,There are more than three kangaroos in the boxes.,approximate,comparative,gpt,5
46,image46-2.png,There are more than three kangaroos in the boxes.,approximate,comparative,gpt,5
46,image46-2.png,There are more than three kangaroos in the boxes.,approximate,comparative,gpt,7
46,image46-2.png,There are more than three kangaroos in the boxes.,approximate,comparative,gpt,6
46,image46-2.png,There are more than three kangaroos in the boxes.,approximate,comparative,gpt,5
47,image47-1.png,There are four birds in the boxes.,precise,bare,gpt,4
47,image47-1.png,There are four birds in the boxes.,precise,bare,gpt,3
47,image47-1.png,There are four birds in the boxes.,precise,bare,gpt,5
47,image47-1.png,There are four birds in the boxes.,precise,bare,gpt,3
47,image47-1.png,There are four birds in the boxes.,precise,bare,gpt,4
47,image47-1.png,There are at least four birds in the boxes.,precise,superlative,gpt,7
47,image47-1.png,There are at least four birds in the boxes.,precise,superlative,gpt,7
47,image47-1.png,There are at least four birds in the boxes.,precise,superlative,gpt,7
47,image47-1.png,There are at least four birds in the boxes.,precise,superlative,gpt,7
47,image47-1.png,There are at least four birds in the boxes.,precise,superlative,gpt,7
47,image47-1.png,There are more than three birds in the boxes.,precise,comparative,gpt,7
47,image47-1.png,There are more than three birds in the boxes.,precise,comparative,gpt,7
47,image47-1.png,There are more than three birds in the boxes.,precise,comparative,gpt,7
47,image47-1.png,There are more than three birds in the boxes.,precise,comparative,gpt,7
47,image47-1.png,There are more than three birds in the boxes.,precise,comparative,gpt,7
47,image47-2.png,There are four birds in the boxes.,approximate,bare,gpt,3
47,image47-2.png,There are four birds in the boxes.,approximate,bare,gpt,3
47,image47-2.png,There are four birds in the boxes.,approximate,bare,gpt,3
47,image47-2.png,There are four birds in the boxes.,approximate,bare,gpt,3
47,image47-2.png,There are four birds in the boxes.,approximate,bare,gpt,3
47,image47-2.png,There are at least four birds in the boxes.,approximate,superlative,gpt,4
47,image47-2.png,There are at least four birds in the boxes.,approximate,superlative,gpt,5
47,image47-2.png,There are at least four birds in the boxes.,approximate,superlative,gpt,5
47,image47-2.png,There are at least four birds in the boxes.,approximate,superlative,gpt,5
47,image47-2.png,There are at least four birds in the boxes.,approximate,superlative,gpt,5
47,image47-2.png,There are more than three birds in the boxes.,approximate,comparative,gpt,5
47,image47-2.png,There are more than three birds in the boxes.,approximate,comparative,gpt,5
47,image47-2.png,There are more than three birds in the boxes.,approximate,comparative,gpt,4
47,image47-2.png,There are more than three birds in the boxes.,approximate,comparative,gpt,6
47,image47-2.png,There are more than three birds in the boxes.,approximate,comparative,gpt,5
48,image48-1.png,There are four owls in the boxes.,precise,bare,gpt,5
48,image48-1.png,There are four owls in the boxes.,precise,bare,gpt,5
48,image48-1.png,There are four owls in the boxes.,precise,bare,gpt,6
48,image48-1.png,There are four owls in the boxes.,precise,bare,gpt,6
48,image48-1.png,There are four owls in the boxes.,precise,bare,gpt,5
48,image48-1.png,There are at least four owls in the boxes.,precise,superlative,gpt,7
48,image48-1.png,There are at least four owls in the boxes.,precise,superlative,gpt,6
48,image48-1.png,There are at least four owls in the boxes.,precise,superlative,gpt,5
48,image48-1.png,There are at least four owls in the boxes.,precise,superlative,gpt,7
48,image48-1.png,There are at least four owls in the boxes.,precise,superlative,gpt,5
48,image48-1.png,There are more than three owls in the boxes.,precise,comparative,gpt,5
48,image48-1.png,There are more than three owls in the boxes.,precise,comparative,gpt,5
48,image48-1.png,There are more than three owls in the boxes.,precise,comparative,gpt,5
48,image48-1.png,There are more than three owls in the boxes.,precise,comparative,gpt,5
48,image48-1.png,There are more than three owls in the boxes.,precise,comparative,gpt,5
48,image48-2.png,There are four owls in the boxes.,approximate,bare,gpt,7
48,image48-2.png,There are four owls in the boxes.,approximate,bare,gpt,7
48,image48-2.png,There are four owls in the boxes.,approximate,bare,gpt,6
48,image48-2.png,There are four owls in the boxes.,approximate,bare,gpt,7
48,image48-2.png,There are four owls in the boxes.,approximate,bare,gpt,6
48,image48-2.png,There are at least four owls in the boxes.,approximate,superlative,gpt,7
48,image48-2.png,There are at least four owls in the boxes.,approximate,superlative,gpt,6
48,image48-2.png,There are at least four owls in the boxes.,approximate,superlative,gpt,7
48,image48-2.png,There are at least four owls in the boxes.,approximate,superlative,gpt,7
48,image48-2.png,There are at least four owls in the boxes.,approximate,superlative,gpt,7
48,image48-2.png,There are more than three owls in the boxes.,approximate,comparative,gpt,6
48,image48-2.png,There are more than three owls in the boxes.,approximate,comparative,gpt,7
48,image48-2.png,There are more than three owls in the boxes.,approximate,comparative,gpt,5
48,image48-2.png,There are more than three owls in the boxes.,approximate,comparative,gpt,5
48,image48-2.png,There are more than three owls in the boxes.,approximate,comparative,gpt,6
49,image49-1.png,There are four monkeys in the boxes.,precise,bare,gpt,3
49,image49-1.png,There are four monkeys in the boxes.,precise,bare,gpt,3
49,image49-1.png,There are four monkeys in the boxes.,precise,bare,gpt,7
49,image49-1.png,There are four monkeys in the boxes.,precise,bare,gpt,4
49,image49-1.png,There are four monkeys in the boxes.,precise,bare,gpt,3
49,image49-1.png,There are at least four monkeys in the boxes.,precise,superlative,gpt,7
49,image49-1.png,There are at least four monkeys in the boxes.,precise,superlative,gpt,7
49,image49-1.png,There are at least four monkeys in the boxes.,precise,superlative,gpt,7
49,image49-1.png,There are at least four monkeys in the boxes.,precise,superlative,gpt,6
49,image49-1.png,There are at least four monkeys in the boxes.,precise,superlative,gpt,7
49,image49-1.png,There are more than three monkeys in the boxes.,precise,comparative,gpt,7
49,image49-1.png,There are more than three monkeys in the boxes.,precise,comparative,gpt,7
49,image49-1.png,There are more than three monkeys in the boxes.,precise,comparative,gpt,7
49,image49-1.png,There are more than three monkeys in the boxes.,precise,comparative,gpt,7
49,image49-1.png,There are more than three monkeys in the boxes.,precise,comparative,gpt,7
49,image49-2.png,There are four monkeys in the boxes.,approximate,bare,gpt,4
49,image49-2.png,There are four monkeys in the boxes.,approximate,bare,gpt,5
49,image49-2.png,There are four monkeys in the boxes.,approximate,bare,gpt,5
49,image49-2.png,There are four monkeys in the boxes.,approximate,bare,gpt,4
49,image49-2.png,There are four monkeys in the boxes.,approximate,bare,gpt,6
49,image49-2.png,There are at least four monkeys in the boxes.,approximate,superlative,gpt,6
49,image49-2.png,There are at least four monkeys in the boxes.,approximate,superlative,gpt,5
49,image49-2.png,There are at least four monkeys in the boxes.,approximate,superlative,gpt,5
49,image49-2.png,There are at least four monkeys in the boxes.,approximate,superlative,gpt,7
49,image49-2.png,There are at least four monkeys in the boxes.,approximate,superlative,gpt,5
49,image49-2.png,There are more than three monkeys in the boxes.,approximate,comparative,gpt,5
49,image49-2.png,There are more than three monkeys in the boxes.,approximate,comparative,gpt,5
49,image49-2.png,There are more than three monkeys in the boxes.,approximate,comparative,gpt,5
49,image49-2.png,There are more than three monkeys in the boxes.,approximate,comparative,gpt,7
49,image49-2.png,There are more than three monkeys in the boxes.,approximate,comparative,gpt,5
50,image50-1.png,There are four rats in the boxes.,precise,bare,gpt,1
50,image50-1.png,There are four rats in the boxes.,precise,bare,gpt,1
50,image50-1.png,There are four rats in the boxes.,precise,bare,gpt,1
50,image50-1.png,There are four rats in the boxes.,precise,bare,gpt,1
50,image50-1.png,There are four rats in the boxes.,precise,bare,gpt,1
50,image50-1.png,There are at least four rats in the boxes.,precise,superlative,gpt,1
50,image50-1.png,There are at least four rats in the boxes.,precise,superlative,gpt,1
50,image50-1.png,There are at least four rats in the boxes.,precise,superlative,gpt,1
50,image50-1.png,There are at least four rats in the boxes.,precise,superlative,gpt,1
50,image50-1.png,There are at least four rats in the boxes.,precise,superlative,gpt,1
50,image50-1.png,There are more than three rats in the boxes.,precise,comparative,gpt,1
50,image50-1.png,There are more than three rats in the boxes.,precise,comparative,gpt,1
50,image50-1.png,There are more than three rats in the boxes.,precise,comparative,gpt,1
50,image50-1.png,There are more than three rats in the boxes.,precise,comparative,gpt,3
50,image50-1.png,There are more than three rats in the boxes.,precise,comparative,gpt,1
50,image50-2.png,There are four rats in the boxes.,approximate,bare,gpt,3
50,image50-2.png,There are four rats in the boxes.,approximate,bare,gpt,1
50,image50-2.png,There are four rats in the boxes.,approximate,bare,gpt,1
50,image50-2.png,There are four rats in the boxes.,approximate,bare,gpt,3
50,image50-2.png,There are four rats in the boxes.,approximate,bare,gpt,1
50,image50-2.png,There are at least four rats in the boxes.,approximate,superlative,gpt,3
50,image50-2.png,There are at least four rats in the boxes.,approximate,superlative,gpt,3
50,image50-2.png,There are at least four rats in the boxes.,approximate,superlative,gpt,5
50,image50-2.png,There are at least four rats in the boxes.,approximate,superlative,gpt,3
50,image50-2.png,There are at least four rats in the boxes.,approximate,superlative,gpt,4
50,image50-2.png,There are more than three rats in the boxes.,approximate,comparative,gpt,5
50,image50-2.png,There are more than three rats in the boxes.,approximate,comparative,gpt,3
50,image50-2.png,There are more than three rats in the boxes.,approximate,comparative,gpt,5
50,image50-2.png,There are more than three rats in the boxes.,approximate,comparative,gpt,5
50,image50-2.png,There are more than three rats in the boxes.,approximate,comparative,gpt,5
51,image51-1.png,There are four clams in the boxes.,precise,bare,gpt,3
51,image51-1.png,There are four clams in the boxes.,precise,bare,gpt,1
51,image51-1.png,There are four clams in the boxes.,precise,bare,gpt,3
51,image51-1.png,There are four clams in the boxes.,precise,bare,gpt,3
51,image51-1.png,There are four clams in the boxes.,precise,bare,gpt,3
51,image51-1.png,There are at least four clams in the boxes.,precise,superlative,gpt,1
51,image51-1.png,There are at least four clams in the boxes.,precise,superlative,gpt,3
51,image51-1.png,There are at least four clams in the boxes.,precise,superlative,gpt,3
51,image51-1.png,There are at least four clams in the boxes.,precise,superlative,gpt,3
51,image51-1.png,There are at least four clams in the boxes.,precise,superlative,gpt,3
51,image51-1.png,There are more than three clams in the boxes.,precise,comparative,gpt,3
51,image51-1.png,There are more than three clams in the boxes.,precise,comparative,gpt,3
51,image51-1.png,There are more than three clams in the boxes.,precise,comparative,gpt,7
51,image51-1.png,There are more than three clams in the boxes.,precise,comparative,gpt,3
51,image51-1.png,There are more than three clams in the boxes.,precise,comparative,gpt,1
51,image51-2.png,There are four clams in the boxes.,approximate,bare,gpt,3
51,image51-2.png,There are four clams in the boxes.,approximate,bare,gpt,3
51,image51-2.png,There are four clams in the boxes.,approximate,bare,gpt,2
51,image51-2.png,There are four clams in the boxes.,approximate,bare,gpt,1
51,image51-2.png,There are four clams in the boxes.,approximate,bare,gpt,3
51,image51-2.png,There are at least four clams in the boxes.,approximate,superlative,gpt,5
51,image51-2.png,There are at least four clams in the boxes.,approximate,superlative,gpt,3
51,image51-2.png,There are at least four clams in the boxes.,approximate,superlative,gpt,4
51,image51-2.png,There are at least four clams in the boxes.,approximate,superlative,gpt,5
51,image51-2.png,There are at least four clams in the boxes.,approximate,superlative,gpt,3
51,image51-2.png,There are more than three clams in the boxes.,approximate,comparative,gpt,4
51,image51-2.png,There are more than three clams in the boxes.,approximate,comparative,gpt,3
51,image51-2.png,There are more than three clams in the boxes.,approximate,comparative,gpt,4
51,image51-2.png,There are more than three clams in the boxes.,approximate,comparative,gpt,3
51,image51-2.png,There are more than three clams in the boxes.,approximate,comparative,gpt,5
52,image52-1.png,There are four snails in the boxes.,precise,bare,gpt,5
52,image52-1.png,There are four snails in the boxes.,precise,bare,gpt,7
52,image52-1.png,There are four snails in the boxes.,precise,bare,gpt,4
52,image52-1.png,There are four snails in the boxes.,precise,bare,gpt,5
52,image52-1.png,There are four snails in the boxes.,precise,bare,gpt,5
52,image52-1.png,There are at least four snails in the boxes.,precise,superlative,gpt,7
52,image52-1.png,There are at least four snails in the boxes.,precise,superlative,gpt,7
52,image52-1.png,There are at least four snails in the boxes.,precise,superlative,gpt,7
52,image52-1.png,There are at least four snails in the boxes.,precise,superlative,gpt,5
52,image52-1.png,There are at least four snails in the boxes.,precise,superlative,gpt,7
52,image52-1.png,There are more than three snails in the boxes.,precise,comparative,gpt,7
52,image52-1.png,There are more than three snails in the boxes.,precise,comparative,gpt,7
52,image52-1.png,There are more than three snails in the boxes.,precise,comparative,gpt,5
52,image52-1.png,There are more than three snails in the boxes.,precise,comparative,gpt,5
52,image52-1.png,There are more than three snails in the boxes.,precise,comparative,gpt,7
52,image52-2.png,There are four snails in the boxes.,approximate,bare,gpt,5
52,image52-2.png,There are four snails in the boxes.,approximate,bare,gpt,5
52,image52-2.png,There are four snails in the boxes.,approximate,bare,gpt,5
52,image52-2.png,There are four snails in the boxes.,approximate,bare,gpt,5
52,image52-2.png,There are four snails in the boxes.,approximate,bare,gpt,4
52,image52-2.png,There are at least four snails in the boxes.,approximate,superlative,gpt,6
52,image52-2.png,There are at least four snails in the boxes.,approximate,superlative,gpt,7
52,image52-2.png,There are at least four snails in the boxes.,approximate,superlative,gpt,6
52,image52-2.png,There are at least four snails in the boxes.,approximate,superlative,gpt,7
52,image52-2.png,There are at least four snails in the boxes.,approximate,superlative,gpt,7
52,image52-2.png,There are more than three snails in the boxes.,approximate,comparative,gpt,5
52,image52-2.png,There are more than three snails in the boxes.,approximate,comparative,gpt,5
52,image52-2.png,There are more than three snails in the boxes.,approximate,comparative,gpt,5
52,image52-2.png,There are more than three snails in the boxes.,approximate,comparative,gpt,5
52,image52-2.png,There are more than three snails in the boxes.,approximate,comparative,gpt,5
53,image53-1.png,There are four squirrels in the boxes.,precise,bare,gpt,5
53,image53-1.png,There are four squirrels in the boxes.,precise,bare,gpt,4
53,image53-1.png,There are four squirrels in the boxes.,precise,bare,gpt,5
53,image53-1.png,There are four squirrels in the boxes.,precise,bare,gpt,5
53,image53-1.png,There are four squirrels in the boxes.,precise,bare,gpt,4
53,image53-1.png,There are at least four squirrels in the boxes.,precise,superlative,gpt,5
53,image53-1.png,There are at least four squirrels in the boxes.,precise,superlative,gpt,5
53,image53-1.png,There are at least four squirrels in the boxes.,precise,superlative,gpt,7
53,image53-1.png,There are at least four squirrels in the boxes.,precise,superlative,gpt,7
53,image53-1.png,There are at least four squirrels in the boxes.,precise,superlative,gpt,7
53,image53-1.png,There are more than three squirrels in the boxes.,precise,comparative,gpt,5
53,image53-1.png,There are more than three squirrels in the boxes.,precise,comparative,gpt,7
53,image53-1.png,There are more than three squirrels in the boxes.,precise,comparative,gpt,4
53,image53-1.png,There are more than three squirrels in the boxes.,precise,comparative,gpt,7
53,image53-1.png,There are more than three squirrels in the boxes.,precise,comparative,gpt,5
53,image53-2.png,There are four squirrels in the boxes.,approximate,bare,gpt,3
53,image53-2.png,There are four squirrels in the boxes.,approximate,bare,gpt,3
53,image53-2.png,There are four squirrels in the boxes.,approximate,bare,gpt,3
53,image53-2.png,There are four squirrels in the boxes.,approximate,bare,gpt,3
53,image53-2.png,There are four squirrels in the boxes.,approximate,bare,gpt,3
53,image53-2.png,There are at least four squirrels in the boxes.,approximate,superlative,gpt,7
53,image53-2.png,There are at least four squirrels in the boxes.,approximate,superlative,gpt,5
53,image53-2.png,There are at least four squirrels in the boxes.,approximate,superlative,gpt,5
53,image53-2.png,There are at least four squirrels in the boxes.,approximate,superlative,gpt,6
53,image53-2.png,There are at least four squirrels in the boxes.,approximate,superlative,gpt,7
53,image53-2.png,There are more than three squirrels in the boxes.,approximate,comparative,gpt,4
53,image53-2.png,There are more than three squirrels in the boxes.,approximate,comparative,gpt,4
53,image53-2.png,There are more than three squirrels in the boxes.,approximate,comparative,gpt,4
53,image53-2.png,There are more than three squirrels in the boxes.,approximate,comparative,gpt,5
53,image53-2.png,There are more than three squirrels in the boxes.,approximate,comparative,gpt,6
54,image54-1.png,There are four penguins in the boxes.,precise,bare,gpt,4
54,image54-1.png,There are four penguins in the boxes.,precise,bare,gpt,7
54,image54-1.png,There are four penguins in the boxes.,precise,bare,gpt,5
54,image54-1.png,There are four penguins in the boxes.,precise,bare,gpt,5
54,image54-1.png,There are four penguins in the boxes.,precise,bare,gpt,7
54,image54-1.png,There are at least four penguins in the boxes.,precise,superlative,gpt,5
54,image54-1.png,There are at least four penguins in the boxes.,precise,superlative,gpt,5
54,image54-1.png,There are at least four penguins in the boxes.,precise,superlative,gpt,5
54,image54-1.png,There are at least four penguins in the boxes.,precise,superlative,gpt,5
54,image54-1.png,There are at least four penguins in the boxes.,precise,superlative,gpt,5
54,image54-1.png,There are more than three penguins in the boxes.,precise,comparative,gpt,7
54,image54-1.png,There are more than three penguins in the boxes.,precise,comparative,gpt,7
54,image54-1.png,There are more than three penguins in the boxes.,precise,comparative,gpt,7
54,image54-1.png,There are more than three penguins in the boxes.,precise,comparative,gpt,7
54,image54-1.png,There are more than three penguins in the boxes.,precise,comparative,gpt,7
54,image54-2.png,There are four penguins in the boxes.,approximate,bare,gpt,7
54,image54-2.png,There are four penguins in the boxes.,approximate,bare,gpt,7
54,image54-2.png,There are four penguins in the boxes.,approximate,bare,gpt,7
54,image54-2.png,There are four penguins in the boxes.,approximate,bare,gpt,7
54,image54-2.png,There are four penguins in the boxes.,approximate,bare,gpt,7
54,image54-2.png,There are at least four penguins in the boxes.,approximate,superlative,gpt,7
