No,image,text,context,modifier,gpt,gemini
15,image15-1.png,There are more than three oranges in the boxes.,precise,comparative,FALSE,TRUE
15,image15-2.png,There are four oranges in the boxes.,approximate,bare,FALSE,TRUE
15,image15-2.png,There are at least four oranges in the boxes.,approximate,superlative,TRUE,TRUE
15,image15-2.png,There are more than three oranges in the boxes.,approximate,comparative,FALSE,TRUE
15,image15-1.png,There are four oranges in the boxes.,precise,bare,FALSE,TRUE
15,image15-1.png,There are at least four oranges in the boxes.,precise,superlative,TRUE,TRUE
15,image15-1.png,There are more than three oranges in the boxes.,precise,comparative,TRUE,TRUE
15,image15-2.png,There are four oranges in the boxes.,approximate,bare,FALSE,TRUE
15,image15-2.png,There are at least four oranges in the boxes.,approximate,superlative,TRUE,TRUE
15,image15-1.png,There are four oranges in the boxes.,precise,bare,TRUE,TRUE
15,image15-1.png,There are at least four oranges in the boxes.,precise,superlative,TRUE,TRUE
15,image15-1.png,There are more than three oranges in the boxes.,precise,comparative,FALSE,TRUE
15,image15-2.png,There are four oranges in the boxes.,approximate,bare,FALSE,TRUE
15,image15-2.png,There are at least four oranges in the boxes.,approximate,superlative,TRUE,TRUE
15,image15-2.png,There are more than three oranges in the boxes.,approximate,comparative,FALSE,TRUE
16,image16-1.png,There are more than three watermelons in the boxes.,precise,comparative,TRUE,FALSE
16,image16-1.png,There are four watermelons in the boxes.,precise,bare,TRUE,FALSE
16,image16-1.png,There are at least four watermelons in the boxes.,precise,superlative,TRUE,TRUE
16,image16-1.png,There are more than three watermelons in the boxes.,precise,comparative,TRUE,FALSE
16,image16-2.png,There are four watermelons in the boxes.,approximate,bare,TRUE,FALSE
16,image16-2.png,There are at least four watermelons in the boxes.,approximate,superlative,TRUE,TRUE
16,image16-2.png,There are more than three watermelons in the boxes.,approximate,comparative,TRUE,TRUE
16,image16-1.png,There are four watermelons in the boxes.,precise,bare,TRUE,FALSE
16,image16-1.png,There are at least four watermelons in the boxes.,precise,superlative,TRUE,TRUE
16,image16-1.png,There are more than three watermelons in the boxes.,precise,comparative,FALSE,TRUE
16,image16-2.png,There are four watermelons in the boxes.,approximate,bare,TRUE,FALSE
16,image16-2.png,There are at least four watermelons in the boxes.,approximate,superlative,TRUE,TRUE
16,image16-2.png,There are more than three watermelons in the boxes.,approximate,comparative,TRUE,TRUE
16,image16-1.png,There are four watermelons in the boxes.,precise,bare,TRUE,FALSE
16,image16-1.png,There are at least four watermelons in the boxes.,precise,superlative,TRUE,TRUE
16,image16-1.png,There are more than three watermelons in the boxes.,precise,comparative,TRUE,FALSE
16,image16-2.png,There are four watermelons in the boxes.,approximate,bare,FALSE,FALSE
16,image16-2.png,There are at least four watermelons in the boxes.,approximate,superlative,TRUE,TRUE
16,image16-2.png,There are more than three watermelons in the boxes.,approximate,comparative,TRUE,TRUE
16,image16-1.png,There are four watermelons in the boxes.,precise,bare,TRUE,FALSE
16,image16-1.png,There are at least four watermelons in the boxes.,precise,superlative,TRUE,TRUE
16,image16-1.png,There are more than three watermelons in the boxes.,precise,comparative,FALSE,FALSE
16,image16-2.png,There are four watermelons in the boxes.,approximate,bare,FALSE,FALSE
16,image16-2.png,There are at least four watermelons in the boxes.,approximate,superlative,TRUE,TRUE
16,image16-2.png,There are more than three watermelons in the boxes.,approximate,comparative,TRUE,TRUE
16,image16-1.png,There are four watermelons in the boxes.,precise,bare,TRUE,FALSE
16,image16-1.png,There are at least four watermelons in the boxes.,precise,superlative,TRUE,TRUE
16,image16-1.png,There are more than three watermelons in the boxes.,precise,comparative,TRUE,TRUE
16,image16-2.png,There are four watermelons in the boxes.,approximate,bare,FALSE,FALSE
16,image16-2.png,There are at least four watermelons in the boxes.,approximate,superlative,FALSE,TRUE
16,image16-2.png,There are more than three watermelons in the boxes.,approximate,comparative,TRUE,TRUE
16,image16-1.png,There are four watermelons in the boxes.,precise,bare,TRUE,FALSE
16,image16-1.png,There are at least four watermelons in the boxes.,precise,superlative,TRUE,TRUE
16,image16-1.png,There are more than three watermelons in the boxes.,precise,comparative,FALSE,FALSE
16,image16-2.png,There are four watermelons in the boxes.,approximate,bare,TRUE,FALSE
16,image16-2.png,There are at least four watermelons in the boxes.,approximate,superlative,TRUE,TRUE
16,image16-2.png,There are more than three watermelons in the boxes.,approximate,comparative,TRUE,TRUE
16,image16-1.png,There are four watermelons in the boxes.,precise,bare,TRUE,FALSE
16,image16-1.png,There are at least four watermelons in the boxes.,precise,superlative,FALSE,TRUE
16,image16-1.png,There are more than three watermelons in the boxes.,precise,comparative,TRUE,TRUE
16,image16-2.png,There are four watermelons in the boxes.,approximate,bare,TRUE,FALSE
16,image16-2.png,There are at least four watermelons in the boxes.,approximate,superlative,TRUE,TRUE
16,image16-2.png,There are more than three watermelons in the boxes.,approximate,comparative,TRUE,TRUE
16,image16-1.png,There are four watermelons in the boxes.,precise,bare,FALSE,FALSE
16,image16-1.png,There are at least four watermelons in the boxes.,precise,superlative,TRUE,TRUE
16,image16-1.png,There are more than three watermelons in the boxes.,precise,comparative,TRUE,FALSE
16,image16-2.png,There are four watermelons in the boxes.,approximate,bare,FALSE,FALSE
16,image16-2.png,There are at least four watermelons in the boxes.,approximate,superlative,TRUE,TRUE
16,image16-2.png,There are more than three watermelons in the boxes.,approximate,comparative,TRUE,TRUE
16,image16-1.png,There are four watermelons in the boxes.,precise,bare,TRUE,FALSE
16,image16-1.png,There are at least four watermelons in the boxes.,precise,superlative,TRUE,TRUE
16,image16-2.png,There are four watermelons in the boxes.,approximate,bare,FALSE,FALSE
16,image16-2.png,There are at least four watermelons in the boxes.,approximate,superlative,TRUE,TRUE
16,image16-2.png,There are more than three watermelons in the boxes.,approximate,comparative,TRUE,TRUE
16,image16-1.png,There are four watermelons in the boxes.,precise,bare,TRUE,FALSE
16,image16-1.png,There are at least four watermelons in the boxes.,precise,superlative,TRUE,TRUE
16,image16-1.png,There are more than three watermelons in the boxes.,precise,comparative,TRUE,FALSE
16,image16-2.png,There are four watermelons in the boxes.,approximate,bare,TRUE,FALSE
16,image16-2.png,There are at least four watermelons in the boxes.,approximate,superlative,TRUE,TRUE
16,image16-2.png,There are more than three watermelons in the boxes.,approximate,comparative,TRUE,TRUE
17,image17-1.png,There are four lemons in the boxes.,precise,bare,TRUE,TRUE
17,image17-1.png,There are at least four lemons in the boxes.,precise,superlative,FALSE,TRUE
17,image17-1.png,There are more than three lemons in the boxes.,precise,comparative,TRUE,TRUE
17,image17-2.png,There are four lemons in the boxes.,approximate,bare,FALSE,TRUE
17,image17-2.png,There are at least four lemons in the boxes.,approximate,superlative,TRUE,TRUE
17,image17-2.png,There are more than three lemons in the boxes.,approximate,comparative,TRUE,TRUE
17,image17-1.png,There are four lemons in the boxes.,precise,bare,TRUE,TRUE
17,image17-1.png,There are at least four lemons in the boxes.,precise,superlative,TRUE,TRUE
17,image17-1.png,There are more than three lemons in the boxes.,precise,comparative,TRUE,TRUE
17,image17-2.png,There are four lemons in the boxes.,approximate,bare,FALSE,TRUE
17,image17-2.png,There are at least four lemons in the boxes.,approximate,superlative,TRUE,TRUE
17,image17-2.png,There are more than three lemons in the boxes.,approximate,comparative,TRUE,TRUE
17,image17-1.png,There are four lemons in the boxes.,precise,bare,TRUE,TRUE
17,image17-1.png,There are at least four lemons in the boxes.,precise,superlative,FALSE,TRUE
17,image17-1.png,There are more than three lemons in the boxes.,precise,comparative,TRUE,TRUE
17,image17-2.png,There are four lemons in the boxes.,approximate,bare,FALSE,TRUE
17,image17-2.png,There are at least four lemons in the boxes.,approximate,superlative,FALSE,TRUE
17,image17-2.png,There are more than three lemons in the boxes.,approximate,comparative,TRUE,TRUE
17,image17-1.png,There are four lemons in the boxes.,precise,bare,TRUE,TRUE
17,image17-1.png,There are at least four lemons in the boxes.,precise,superlative,TRUE,TRUE
17,image17-1.png,There are more than three lemons in the boxes.,precise,comparative,FALSE,TRUE
17,image17-2.png,There are four lemons in the boxes.,approximate,bare,FALSE,TRUE
17,image17-2.png,There are at least four lemons in the boxes.,approximate,superlative,FALSE,TRUE
17,image17-2.png,There are more than three lemons in the boxes.,approximate,comparative,TRUE,TRUE
17,image17-1.png,There are four lemons in the boxes.,precise,bare,TRUE,TRUE
17,image17-1.png,There are at least four lemons in the boxes.,precise,superlative,TRUE,TRUE
17,image17-1.png,There are more than three lemons in the boxes.,precise,comparative,FALSE,TRUE
17,image17-2.png,There are four lemons in the boxes.,approximate,bare,FALSE,TRUE
17,image17-2.png,There are at least four lemons in the boxes.,approximate,superlative,TRUE,TRUE
17,image17-2.png,There are more than three lemons in the boxes.,approximate,comparative,TRUE,TRUE
17,image17-1.png,There are four lemons in the boxes.,precise,bare,TRUE,TRUE
17,image17-1.png,There are at least four lemons in the boxes.,precise,superlative,FALSE,TRUE
17,image17-1.png,There are more than three lemons in the boxes.,precise,comparative,FALSE,TRUE
17,image17-2.png,There are four lemons in the boxes.,approximate,bare,FALSE,TRUE
17,image17-2.png,There are at least four lemons in the boxes.,approximate,superlative,TRUE,TRUE
17,image17-2.png,There are more than three lemons in the boxes.,approximate,comparative,TRUE,TRUE
17,image17-1.png,There are four lemons in the boxes.,precise,bare,TRUE,TRUE
17,image17-1.png,There are at least four lemons in the boxes.,precise,superlative,TRUE,TRUE
17,image17-1.png,There are more than three lemons in the boxes.,precise,comparative,FALSE,TRUE
17,image17-2.png,There are four lemons in the boxes.,approximate,bare,FALSE,TRUE
17,image17-2.png,There are at least four lemons in the boxes.,approximate,superlative,TRUE,TRUE
17,image17-2.png,There are more than three lemons in the boxes.,approximate,comparative,TRUE,TRUE
17,image17-1.png,There are four lemons in the boxes.,precise,bare,TRUE,TRUE
17,image17-1.png,There are at least four lemons in the boxes.,precise,superlative,TRUE,TRUE
17,image17-1.png,There are more than three lemons in the boxes.,precise,comparative,FALSE,TRUE
17,image17-2.png,There are four lemons in the boxes.,approximate,bare,FALSE,TRUE
17,image17-2.png,There are at least four lemons in the boxes.,approximate,superlative,TRUE,TRUE
17,image17-2.png,There are more than three lemons in the boxes.,approximate,comparative,TRUE,TRUE
17,image17-1.png,There are four lemons in the boxes.,precise,bare,TRUE,TRUE
17,image17-1.png,There are at least four lemons in the boxes.,precise,superlative,TRUE,TRUE
17,image17-1.png,There are more than three lemons in the boxes.,precise,comparative,FALSE,TRUE
17,image17-2.png,There are four lemons in the boxes.,approximate,bare,FALSE,TRUE
17,image17-2.png,There are at least four lemons in the boxes.,approximate,superlative,TRUE,TRUE
17,image17-2.png,There are more than three lemons in the boxes.,approximate,comparative,TRUE,TRUE
17,image17-1.png,There are four lemons in the boxes.,precise,bare,TRUE,TRUE
17,image17-1.png,There are at least four lemons in the boxes.,precise,superlative,TRUE,TRUE
17,image17-1.png,There are more than three lemons in the boxes.,precise,comparative,TRUE,TRUE
17,image17-2.png,There are four lemons in the boxes.,approximate,bare,FALSE,TRUE
17,image17-2.png,There are at least four lemons in the boxes.,approximate,superlative,TRUE,TRUE
17,image17-2.png,There are more than three lemons in the boxes.,approximate,comparative,TRUE,TRUE
18,image18-1.png,There are four grapes in the boxes.,precise,bare,TRUE,FALSE
18,image18-1.png,There are at least four grapes in the boxes.,precise,superlative,TRUE,FALSE
18,image18-1.png,There are more than three grapes in the boxes.,precise,comparative,TRUE,FALSE
18,image18-2.png,There are four grapes in the boxes.,approximate,bare,TRUE,FALSE
18,image18-2.png,There are at least four grapes in the boxes.,approximate,superlative,TRUE,TRUE
18,image18-2.png,There are more than three grapes in the boxes.,approximate,comparative,TRUE,FALSE
18,image18-1.png,There are four grapes in the boxes.,precise,bare,TRUE,FALSE
18,image18-1.png,There are at least four grapes in the boxes.,precise,superlative,TRUE,FALSE
18,image18-1.png,There are more than three grapes in the boxes.,precise,comparative,TRUE,FALSE
18,image18-2.png,There are four grapes in the boxes.,approximate,bare,TRUE,FALSE
18,image18-2.png,There are at least four grapes in the boxes.,approximate,superlative,TRUE,TRUE
18,image18-2.png,There are more than three grapes in the boxes.,approximate,comparative,TRUE,FALSE
18,image18-1.png,There are four grapes in the boxes.,precise,bare,TRUE,FALSE
18,image18-1.png,There are at least four grapes in the boxes.,precise,superlative,TRUE,FALSE
18,image18-1.png,There are more than three grapes in the boxes.,precise,comparative,TRUE,FALSE
18,image18-2.png,There are four grapes in the boxes.,approximate,bare,TRUE,FALSE
18,image18-2.png,There are at least four grapes in the boxes.,approximate,superlative,TRUE,TRUE
18,image18-2.png,There are more than three grapes in the boxes.,approximate,comparative,TRUE,FALSE
18,image18-1.png,There are four grapes in the boxes.,precise,bare,TRUE,FALSE
18,image18-1.png,There are at least four grapes in the boxes.,precise,superlative,TRUE,FALSE
18,image18-1.png,There are more than three grapes in the boxes.,precise,comparative,TRUE,FALSE
18,image18-2.png,There are four grapes in the boxes.,approximate,bare,TRUE,FALSE
18,image18-2.png,There are at least four grapes in the boxes.,approximate,superlative,TRUE,TRUE
18,image18-2.png,There are more than three grapes in the boxes.,approximate,comparative,TRUE,FALSE
18,image18-1.png,There are four grapes in the boxes.,precise,bare,TRUE,FALSE
18,image18-1.png,There are at least four grapes in the boxes.,precise,superlative,TRUE,FALSE
18,image18-1.png,There are more than three grapes in the boxes.,precise,comparative,TRUE,FALSE
18,image18-2.png,There are four grapes in the boxes.,approximate,bare,TRUE,FALSE
18,image18-2.png,There are at least four grapes in the boxes.,approximate,superlative,TRUE,TRUE
18,image18-2.png,There are more than three grapes in the boxes.,approximate,comparative,TRUE,FALSE
18,image18-1.png,There are four grapes in the boxes.,precise,bare,TRUE,FALSE
18,image18-1.png,There are at least four grapes in the boxes.,precise,superlative,TRUE,TRUE
18,image18-1.png,There are more than three grapes in the boxes.,precise,comparative,TRUE,FALSE
18,image18-2.png,There are four grapes in the boxes.,approximate,bare,TRUE,FALSE
18,image18-2.png,There are at least four grapes in the boxes.,approximate,superlative,TRUE,TRUE
18,image18-2.png,There are more than three grapes in the boxes.,approximate,comparative,TRUE,FALSE
18,image18-1.png,There are four grapes in the boxes.,precise,bare,TRUE,FALSE
18,image18-1.png,There are at least four grapes in the boxes.,precise,superlative,TRUE,TRUE
18,image18-1.png,There are more than three grapes in the boxes.,precise,comparative,TRUE,FALSE
18,image18-2.png,There are four grapes in the boxes.,approximate,bare,TRUE,FALSE
18,image18-2.png,There are at least four grapes in the boxes.,approximate,superlative,TRUE,TRUE
18,image18-2.png,There are more than three grapes in the boxes.,approximate,comparative,TRUE,FALSE
18,image18-1.png,There are four grapes in the boxes.,precise,bare,TRUE,FALSE
18,image18-1.png,There are at least four grapes in the boxes.,precise,superlative,TRUE,FALSE
18,image18-1.png,There are more than three grapes in the boxes.,precise,comparative,TRUE,FALSE
18,image18-2.png,There are four grapes in the boxes.,approximate,bare,TRUE,FALSE
18,image18-2.png,There are at least four grapes in the boxes.,approximate,superlative,TRUE,TRUE
18,image18-2.png,There are more than three grapes in the boxes.,approximate,comparative,TRUE,FALSE
18,image18-1.png,There are four grapes in the boxes.,precise,bare,TRUE,FALSE
18,image18-1.png,There are at least four grapes in the boxes.,precise,superlative,TRUE,FALSE
18,image18-1.png,There are more than three grapes in the boxes.,precise,comparative,TRUE,FALSE
18,image18-2.png,There are four grapes in the boxes.,approximate,bare,TRUE,FALSE
18,image18-2.png,There are at least four grapes in the boxes.,approximate,superlative,TRUE,TRUE
18,image18-2.png,There are more than three grapes in the boxes.,approximate,comparative,TRUE,FALSE
18,image18-1.png,There are four grapes in the boxes.,precise,bare,TRUE,FALSE
18,image18-1.png,There are at least four grapes in the boxes.,precise,superlative,TRUE,FALSE
18,image18-1.png,There are more than three grapes in the boxes.,precise,comparative,TRUE,FALSE
18,image18-2.png,There are four grapes in the boxes.,approximate,bare,TRUE,FALSE
18,image18-2.png,There are at least four grapes in the boxes.,approximate,superlative,TRUE,TRUE
18,image18-2.png,There are more than three grapes in the boxes.,approximate,comparative,TRUE,FALSE
19,image19-1.png,There are more than three donuts in the boxes.,precise,comparative,TRUE,TRUE
19,image19-2.png,There are more than three donuts in the boxes.,approximate,comparative,TRUE,TRUE
19,image19-1.png,There are four donuts in the boxes.,precise,bare,TRUE,FALSE
19,image19-1.png,There are at least four donuts in the boxes.,precise,superlative,FALSE,TRUE
19,image19-1.png,There are more than three donuts in the boxes.,precise,comparative,TRUE,TRUE
19,image19-2.png,There are four donuts in the boxes.,approximate,bare,TRUE,FALSE
19,image19-2.png,There are at least four donuts in the boxes.,approximate,superlative,TRUE,TRUE
19,image19-2.png,There are more than three donuts in the boxes.,approximate,comparative,TRUE,TRUE
19,image19-1.png,There are four donuts in the boxes.,precise,bare,FALSE,FALSE
19,image19-1.png,There are at least four donuts in the boxes.,precise,superlative,TRUE,TRUE
19,image19-1.png,There are more than three donuts in the boxes.,precise,comparative,TRUE,TRUE
19,image19-2.png,There are four donuts in the boxes.,approximate,bare,FALSE,FALSE
19,image19-2.png,There are at least four donuts in the boxes.,approximate,superlative,TRUE,TRUE
19,image19-2.png,There are more than three donuts in the boxes.,approximate,comparative,TRUE,TRUE
19,image19-1.png,There are four donuts in the boxes.,precise,bare,FALSE,FALSE
19,image19-1.png,There are at least four donuts in the boxes.,precise,superlative,TRUE,TRUE
19,image19-1.png,There are more than three donuts in the boxes.,precise,comparative,TRUE,TRUE
19,image19-2.png,There are four donuts in the boxes.,approximate,bare,FALSE,FALSE
19,image19-2.png,There are at least four donuts in the boxes.,approximate,superlative,TRUE,TRUE
19,image19-2.png,There are more than three donuts in the boxes.,approximate,comparative,TRUE,TRUE
19,image19-1.png,There are four donuts in the boxes.,precise,bare,TRUE,FALSE
19,image19-1.png,There are at least four donuts in the boxes.,precise,superlative,TRUE,TRUE
19,image19-2.png,There are four donuts in the boxes.,approximate,bare,FALSE,FALSE
19,image19-2.png,There are at least four donuts in the boxes.,approximate,superlative,FALSE,TRUE
19,image19-2.png,There are more than three donuts in the boxes.,approximate,comparative,TRUE,TRUE
19,image19-1.png,There are four donuts in the boxes.,precise,bare,FALSE,FALSE
19,image19-1.png,There are at least four donuts in the boxes.,precise,superlative,TRUE,TRUE
19,image19-1.png,There are more than three donuts in the boxes.,precise,comparative,TRUE,TRUE
19,image19-2.png,There are four donuts in the boxes.,approximate,bare,TRUE,FALSE
19,image19-2.png,There are at least four donuts in the boxes.,approximate,superlative,TRUE,TRUE
19,image19-2.png,There are more than three donuts in the boxes.,approximate,comparative,TRUE,TRUE
19,image19-1.png,There are four donuts in the boxes.,precise,bare,FALSE,FALSE
19,image19-1.png,There are at least four donuts in the boxes.,precise,superlative,TRUE,TRUE
19,image19-1.png,There are more than three donuts in the boxes.,precise,comparative,TRUE,TRUE
19,image19-2.png,There are four donuts in the boxes.,approximate,bare,TRUE,FALSE
19,image19-2.png,There are at least four donuts in the boxes.,approximate,superlative,TRUE,TRUE
19,image19-2.png,There are more than three donuts in the boxes.,approximate,comparative,TRUE,TRUE
19,image19-1.png,There are four donuts in the boxes.,precise,bare,FALSE,FALSE
19,image19-1.png,There are at least four donuts in the boxes.,precise,superlative,TRUE,TRUE
19,image19-1.png,There are more than three donuts in the boxes.,precise,comparative,TRUE,TRUE
19,image19-2.png,There are four donuts in the boxes.,approximate,bare,TRUE,FALSE
19,image19-2.png,There are at least four donuts in the boxes.,approximate,superlative,TRUE,TRUE
19,image19-2.png,There are more than three donuts in the boxes.,approximate,comparative,TRUE,TRUE
19,image19-1.png,There are four donuts in the boxes.,precise,bare,FALSE,FALSE
19,image19-1.png,There are at least four donuts in the boxes.,precise,superlative,TRUE,TRUE
19,image19-1.png,There are more than three donuts in the boxes.,precise,comparative,TRUE,TRUE
19,image19-2.png,There are four donuts in the boxes.,approximate,bare,TRUE,FALSE
19,image19-2.png,There are at least four donuts in the boxes.,approximate,superlative,TRUE,FALSE
19,image19-1.png,There are four donuts in the boxes.,precise,bare,FALSE,FALSE
19,image19-1.png,There are at least four donuts in the boxes.,precise,superlative,TRUE,TRUE
19,image19-1.png,There are more than three donuts in the boxes.,precise,comparative,TRUE,TRUE
19,image19-2.png,There are four donuts in the boxes.,approximate,bare,FALSE,FALSE
19,image19-2.png,There are at least four donuts in the boxes.,approximate,superlative,TRUE,TRUE
19,image19-2.png,There are more than three donuts in the boxes.,approximate,comparative,TRUE,TRUE
19,image19-1.png,There are four donuts in the boxes.,precise,bare,TRUE,FALSE
19,image19-1.png,There are at least four donuts in the boxes.,precise,superlative,TRUE,TRUE
19,image19-1.png,There are more than three donuts in the boxes.,precise,comparative,TRUE,TRUE
19,image19-2.png,There are four donuts in the boxes.,approximate,bare,TRUE,FALSE
19,image19-2.png,There are at least four donuts in the boxes.,approximate,superlative,TRUE,TRUE
19,image19-2.png,There are more than three donuts in the boxes.,approximate,comparative,TRUE,TRUE
20,image20-1.png,There are four croissants in the boxes.,precise,bare,TRUE,FALSE
20,image20-1.png,There are at least four croissants in the boxes.,precise,superlative,TRUE,FALSE
20,image20-1.png,There are more than three croissants in the boxes.,precise,comparative,TRUE,FALSE
20,image20-2.png,There are four croissants in the boxes.,approximate,bare,TRUE,FALSE
20,image20-2.png,There are at least four croissants in the boxes.,approximate,superlative,TRUE,FALSE
20,image20-2.png,There are more than three croissants in the boxes.,approximate,comparative,TRUE,FALSE
20,image20-1.png,There are four croissants in the boxes.,precise,bare,TRUE,FALSE
20,image20-1.png,There are at least four croissants in the boxes.,precise,superlative,TRUE,FALSE
20,image20-1.png,There are more than three croissants in the boxes.,precise,comparative,TRUE,FALSE
20,image20-2.png,There are four croissants in the boxes.,approximate,bare,FALSE,FALSE
20,image20-2.png,There are at least four croissants in the boxes.,approximate,superlative,TRUE,FALSE
20,image20-2.png,There are more than three croissants in the boxes.,approximate,comparative,FALSE,FALSE
20,image20-1.png,There are four croissants in the boxes.,precise,bare,TRUE,FALSE
20,image20-1.png,There are at least four croissants in the boxes.,precise,superlative,TRUE,FALSE
20,image20-1.png,There are more than three croissants in the boxes.,precise,comparative,TRUE,FALSE
20,image20-2.png,There are four croissants in the boxes.,approximate,bare,FALSE,FALSE
20,image20-2.png,There are at least four croissants in the boxes.,approximate,superlative,TRUE,TRUE
20,image20-2.png,There are more than three croissants in the boxes.,approximate,comparative,TRUE,FALSE
20,image20-1.png,There are four croissants in the boxes.,precise,bare,TRUE,FALSE
20,image20-1.png,There are at least four croissants in the boxes.,precise,superlative,TRUE,FALSE
20,image20-1.png,There are more than three croissants in the boxes.,precise,comparative,TRUE,FALSE
20,image20-2.png,There are four croissants in the boxes.,approximate,bare,FALSE,FALSE
20,image20-2.png,There are at least four croissants in the boxes.,approximate,superlative,TRUE,FALSE
20,image20-2.png,There are more than three croissants in the boxes.,approximate,comparative,TRUE,FALSE
20,image20-1.png,There are four croissants in the boxes.,precise,bare,TRUE,FALSE
20,image20-1.png,There are at least four croissants in the boxes.,precise,superlative,TRUE,FALSE
20,image20-1.png,There are more than three croissants in the boxes.,precise,comparative,TRUE,FALSE
20,image20-2.png,There are four croissants in the boxes.,approximate,bare,TRUE,FALSE
20,image20-2.png,There are at least four croissants in the boxes.,approximate,superlative,FALSE,FALSE
20,image20-2.png,There are more than three croissants in the boxes.,approximate,comparative,FALSE,FALSE
20,image20-1.png,There are four croissants in the boxes.,precise,bare,TRUE,FALSE
20,image20-1.png,There are at least four croissants in the boxes.,precise,superlative,TRUE,FALSE
20,image20-1.png,There are more than three croissants in the boxes.,precise,comparative,TRUE,FALSE
20,image20-2.png,There are four croissants in the boxes.,approximate,bare,TRUE,FALSE
20,image20-2.png,There are at least four croissants in the boxes.,approximate,superlative,TRUE,TRUE
20,image20-2.png,There are more than three croissants in the boxes.,approximate,comparative,TRUE,FALSE
20,image20-1.png,There are four croissants in the boxes.,precise,bare,TRUE,FALSE
20,image20-1.png,There are at least four croissants in the boxes.,precise,superlative,TRUE,FALSE
20,image20-1.png,There are more than three croissants in the boxes.,precise,comparative,TRUE,FALSE
20,image20-2.png,There are four croissants in the boxes.,approximate,bare,TRUE,FALSE
20,image20-2.png,There are at least four croissants in the boxes.,approximate,superlative,TRUE,FALSE
20,image20-2.png,There are more than three croissants in the boxes.,approximate,comparative,FALSE,FALSE
20,image20-1.png,There are four croissants in the boxes.,precise,bare,TRUE,FALSE
20,image20-1.png,There are at least four croissants in the boxes.,precise,superlative,TRUE,FALSE
20,image20-1.png,There are more than three croissants in the boxes.,precise,comparative,TRUE,FALSE
20,image20-2.png,There are four croissants in the boxes.,approximate,bare,TRUE,FALSE
20,image20-2.png,There are at least four croissants in the boxes.,approximate,superlative,TRUE,TRUE
20,image20-2.png,There are more than three croissants in the boxes.,approximate,comparative,FALSE,FALSE
20,image20-1.png,There are four croissants in the boxes.,precise,bare,TRUE,FALSE
20,image20-1.png,There are at least four croissants in the boxes.,precise,superlative,FALSE,FALSE
20,image20-1.png,There are more than three croissants in the boxes.,precise,comparative,TRUE,FALSE
20,image20-2.png,There are four croissants in the boxes.,approximate,bare,FALSE,FALSE
20,image20-2.png,There are at least four croissants in the boxes.,approximate,superlative,FALSE,FALSE
20,image20-2.png,There are more than three croissants in the boxes.,approximate,comparative,FALSE,FALSE
20,image20-1.png,There are four croissants in the boxes.,precise,bare,TRUE,FALSE
20,image20-1.png,There are at least four croissants in the boxes.,precise,superlative,TRUE,FALSE
20,image20-1.png,There are more than three croissants in the boxes.,precise,comparative,TRUE,FALSE
20,image20-2.png,There are four croissants in the boxes.,approximate,bare,FALSE,FALSE
20,image20-2.png,There are at least four croissants in the boxes.,approximate,superlative,TRUE,TRUE
20,image20-2.png,There are more than three croissants in the boxes.,approximate,comparative,TRUE,FALSE
21,image21-1.png,There are at least four caps in the boxes.,precise,superlative,TRUE,TRUE
21,image21-1.png,There are four caps in the boxes.,precise,bare,TRUE,FALSE
21,image21-1.png,There are at least four caps in the boxes.,precise,superlative,TRUE,TRUE
21,image21-1.png,There are more than three caps in the boxes.,precise,comparative,TRUE,TRUE
21,image21-2.png,There are four caps in the boxes.,approximate,bare,TRUE,FALSE
21,image21-2.png,There are at least four caps in the boxes.,approximate,superlative,TRUE,TRUE
21,image21-2.png,There are more than three caps in the boxes.,approximate,comparative,TRUE,TRUE
21,image21-1.png,There are four caps in the boxes.,precise,bare,TRUE,FALSE
21,image21-1.png,There are more than three caps in the boxes.,precise,comparative,FALSE,TRUE
21,image21-2.png,There are four caps in the boxes.,approximate,bare,TRUE,FALSE
21,image21-2.png,There are at least four caps in the boxes.,approximate,superlative,TRUE,TRUE
21,image21-2.png,There are more than three caps in the boxes.,approximate,comparative,TRUE,TRUE
21,image21-1.png,There are four caps in the boxes.,precise,bare,TRUE,FALSE
21,image21-1.png,There are at least four caps in the boxes.,precise,superlative,TRUE,TRUE
21,image21-1.png,There are more than three caps in the boxes.,precise,comparative,TRUE,TRUE
21,image21-2.png,There are four caps in the boxes.,approximate,bare,TRUE,FALSE
21,image21-2.png,There are at least four caps in the boxes.,approximate,superlative,TRUE,TRUE
21,image21-2.png,There are more than three caps in the boxes.,approximate,comparative,TRUE,TRUE
21,image21-1.png,There are four caps in the boxes.,precise,bare,TRUE,FALSE
21,image21-1.png,There are at least four caps in the boxes.,precise,superlative,TRUE,TRUE
21,image21-1.png,There are more than three caps in the boxes.,precise,comparative,TRUE,TRUE
21,image21-2.png,There are four caps in the boxes.,approximate,bare,TRUE,FALSE
21,image21-2.png,There are at least four caps in the boxes.,approximate,superlative,TRUE,TRUE
21,image21-2.png,There are more than three caps in the boxes.,approximate,comparative,TRUE,TRUE
21,image21-1.png,There are four caps in the boxes.,precise,bare,TRUE,FALSE
21,image21-1.png,There are at least four caps in the boxes.,precise,superlative,TRUE,TRUE
21,image21-1.png,There are more than three caps in the boxes.,precise,comparative,TRUE,TRUE
21,image21-2.png,There are four caps in the boxes.,approximate,bare,TRUE,FALSE
21,image21-2.png,There are at least four caps in the boxes.,approximate,superlative,TRUE,TRUE
